98ACCLx,Leather Seats,100,,,,,,,,,,
98ACINT,Alloy wheels (RS),75,Leather seats (std GS),75,,,,,,,,
98ACNSX,,,,,,,,,,,,
98ACRLx,Bose Audio w/CD changer,75,Traction Control,175,Navigation System,275,Heated Seats,75,,,,
98ACSLX,,,,,,,,,,,,
98ACTLx,,,,,,,,,,,,
98AUA4T,Bose audio w/CD,75,Moonroof-pwr,100,Leather seats,100,"Sport pkg (incl 16"" whls)",75,Quattro system (AWD),575,,
98AUA4x,Bose audio w/CD,75,Moonroof-pwr,100,Leather seats,100,Quattro system (AWD),300,,,,
98AUA6x,Bose audio w/CD changer,100,Leather seats,100,Moonroof-pwr,175,Solar pkg w/pwr rear shade,200,,,,
98AUA8x,"17"" polished alum. whls",150,Solar pkg w/pwr rear shades,200,,,,,,,,
98AUCAB,CD changer,100,"16"" wheels",75,,,,,,,,
98BM3-S,Harmon Kardon sound,100,Lthr seats (std 325 Cnv),100,"Sport pkg (incls 16"" alloys)",150,Cruise ctrl (ti),75,Sunroof-pwr,175,Hardtop (conv),550
98BM5-S,Premium HiFi audio,100,Navigation system,175,17in wheels,175,,,,,,
98BM7-S,Navigation System,175,Self leveling susp. (std 750),100,,,,,,,,
98BMM3x,,,,,,,,,,,,
98BMZ3x,Lthr seats (1.9L),100,Power roof,300,Harmon Kardon sound,100,"17"" wheels (2.8L)",150,,,,
98BUCEN,CD player,75,Cassette,50,Leather seats,75,Pwr seat,75,Moon roof-pwr,100,Aluminum wheels,75,,,,,,,,
98BULES,CD player,75,Cassette,50,GT pkg (incls 16in alloys),100,Leather seats,75,Premium sound,25,Pwr seat (std Ltd),75,Alum wheels (std Ltd),75,,,,,,
98BUPAR,CD player,75,CD changer,75,Leather seats (std Ultra),100,Moon roof-pwr,175,Chrome wheels,75,,,,,,,,,,
98BUREG,CD changer,75,CD player,75,Leather seats (std GS),75,Premium sound,25,Pwr seat (std GS),75,Chrome wheels,75,Special wheels (std GS),75,Sunroof-pwr,100,,,,
98BURIV,3.8L Supercharged V6,225,Moonroof-pwr,175,Chrome wheels,75,,,,,,,,,,,,,,
98BUSKY,Cruise ctrl,75,Pwr windows,50,,,,,,,,,,,,,,,,
98CACAT,Bose Audio w/CD,75,Leather seats,75,Moonroof-pwr,175,Wheels-chrome,75,,,,,,,,,,,,
98CADEV,CD changer,100,Lthr seats (std Concours),100,Moonroof-pwr,175,Wheels-chrome,75,,,,,,,,,,,,
98CAELD,CD changer,100,Bose audio w/CD,75,Lthr seats (std Touring),100,Moonroof-pwr,175,Wheels-chrome,75,,,,,,,,,,
98CASEV,CD changer,100,Bose audio (std STS),75,Moonroof-pwr,175,Wheels-chrome,75,,,,,,,,,,,,
98CHAST,4-wheel drive,450,LS trim,200,LT trim,400,,,,,,,,,,,,,,
98CHC15,4-wheel drive,500,Third door (ext. cab),50,Silverado trim,300,,,,,,,,,,,,,,
98CHC25,4-wheel drive,500,Third door (ext. cab),50,Silverado trim,250,6.5L-V8 Diesel,575,7.4L-V8,175,,,,,,,,,,
98CHCAM,CD player,75,Cruise ctrl,75,Delco/Bose audio,75,Pwr dr locks,75,Pwr seat,50,Pwr windows,50,Alum wheels (Base),75,Leather seats,75,T-tops,200,SS pkg (Z),550
98CHCAV,2.4L 4cyl-155hp (LS),75,"Cassette (std RS,Z/24)",75,CD player,75,Cruise control (Base),75,Pwr windows (std Z/24),50,Sunroof-pwr,100,Tilt wheel (Base),25,Pwr dr locks (std Z/24),75,Wheels-alum (std Z/24),50,,
98CHCVT,CD changer,100,Roof-dual lift-off pnls,200,Roof-transparent,175,Suspension-F45,175,Z51 handling pkg,100,,,,,,,,,,
98CHEXP,,,,,,,,,,,,,,,,,,,,
98CHG15,LS Trim,350,,,,,,,,,,,,,,,,,,
98CHG25,LS Trim,350,,,,,,,,,,,,,,,,,,
98CHLUM,ABS brakes (Base),75,Cassette (Base),75,CD player,75,Cruise ctrl (Base),50,Lthr seats,75,3.8L 6cyl-200hp,175,Pwr seat,75,Pwr windows (Base),75,Wheels-alum (Base),75,,
98CHMAL,CD player,75,Cassette (std LS),75,Cruise ctrl (std LS),50,Lthr seats,75,Pwr dr locks (std LS),50,Pwr seat (std LS),50,Pwr windows (std LS),50,Sunroof-pwr,100,Wheels-alum (std LS),75,,
98CHMET,ABS brakes,75,Pwr dr locks,50,CD player,75,Cassette,75,,,,,,,,,,,,
98CHMON,CD player,75,Cruise ctrl (std Z34),75,Wheels-alum (std Z34),75,Leather seats,75,Pwr seat,50,Moonroof-pwr,100,,,,,,,,
98CHPRI,ABS brakes,75,Cassette (Base only),50,CD Player,75,Cruise ctrl (Base only),75,Leather seats,75,Pwr dr locks (std LSi),75,Pwr windows,50,Sunroof-pwr,100,Tilt wheel (std LSi),25,Wheels-alloy,50
98CHS10,4-wheel drive,475,Third door (ext. cab),50,LS trim,200,SS trim,100,ZR2 pkg,200,,,,,,,,,,
98CHSTB,LS trim,200,LT trim,450,,,,,,,,,,,,,,,,
98CHSUB,,,,,,,,,,,,,,,,,,,,
98CHTAH,Sport pkg,75,LS trim (2dr),300,LT trim (2dr),525,LT trim (4dr),225,,,,,,,,,,,,
98CHTRA,Automatic trans,175,ABS Brakes,75,Hardtop,75,,,,,,,,,,,,,,
98CHVEN,LS trim,200,Traction ctrl,50,Sliding door-pwr,75,Integrated child seat(s),50,Wheels-alloy,75,,,,,,,,,,
98CYCIR,CD player,75,CD changer,75,Pwr seat,75,Leather seats,75,Moonroof-pwr,100,,,,,,,,,,
98CYCON,ABS brakes (LX),75,CD player,75,Moonroof-pwr,100,Infinity audio (LX),75,Leather seats,75,Wheels-alum (LX),75,,,,,,,,
98CYSEB,"ABS brakes (LX,JX)",75,"Cruise ctrl (LX,JX)",75,"Pwr dr locks (LX,JX)",75,Pwr windows (std LXi),75,Leather seats (std JXi),75,Sunroof-pwr,100,"Pwr seat (LX, JX)",75,CD player,75,CD changer,100,"16"" alum whls (LX,JX)",75,,
98CYTOW,"3.8L-V6 (180hp) std AWD,LXi",75,All-wheel drive,525,,,,,,,,,,,,,,,,,,
98DOAVE,2.5L-V6 (163hp),175,"16"" alum whls (Base)",75,CD player,75,Cruise ctrl (std ES),50,Infinity audio,50,Leather seats,100,Pwr dr locks,50,Pwr seat,75,Pwr windows,75,Sunroof-pwr,100,ABS brakes,75
98DOB15,4-wheel ABS,75,Sport trim,175,SLT trim,400,,,,,,,,,,,,,,,,
98DOB25,4-wheel ABS,75,Sport trim,175,SLT trim,400,,,,,,,,,,,,,,,,
98DOBR1,8.0 Liter V10,400,5.9L 6cyl turbo diesel,625,4-wheel drive,375,Sport pkg,175,ST trim (Reg. cab),100,Laramie SLT,400,Quad Cab (over Club),275,,,,,,,,
98DOBRS,8.0 Liter V10,100,5.9L 6cyl turbo diesel ,1675,4-wheel drive,275,Sport pkg,50,Laramie SLT,250,Quad Cab (over Club),250,,,,,,,,,,
98DOBVA,,,,,,,,,,,,,,,,,,,,,,
98DOCAR,"3.8L (V6-180hp) (std AWD,ES)",75,All-wheel drive,500,Sport pkg (over SE),75,ES pkg (over LE),100,Integrated child seat,75,,,,,,,,,,,,
98DODAK,4-wheel drive,500,4-wheel ABS,75,5.3L-230hp V8,175,Sport trim,175,SLT trim,300,R/T pkg,400,,,,,,,,,,
98DODUR,4-wheel ABS,75,SLT Plus trim,350,Infinity audio,75,Third Seat,100,,,,,,,,,,,,,,
